stock_number,gemstone,origin,price,carat,shape,cut,color,clarity,measurements,table,depth,symmetry,polish,girdle,culet,fluorescence,diamond_id
6586257A,"Natural, untreated diamond",Botswana Sort,"$2,640",0.90,Round,Very Good,H,SI2,6.12mm x 6.04mm x 3.84mm,63.0%,63.2%,Very Good,Excellent,Medium - Thick,None,Medium,17838382
6021955A,"Natural, untreated diamond",Botswana Sort,"$2,640",0.90,Round,Very Good,J,SI1,6.03mm x 5.96mm x 3.90mm,59.0%,65.0%,Very Good,Excellent,Thick,None,None,17742368
6395185A,"Natural, untreated diamond",Botswana Sort,"$2,640",0.90,Round,Ideal,F,SI2,6.15mm x 6.06mm x 3.88mm,56.0%,63.5%,Very Good,Excellent,Thin - Slightly Thick,None,17872695
6267258A,"Natural, untreated diamond",Canada,"$2,640",0.90,Round,Good,J,VS2,5.89mm x 5.81mm x 3.92mm,57.0%,67.1%,Very Good,Excellent,Thick - Very Thick,None,Faint,16312245
6499025A,"Natural, untreated diamond",Botswana Sort,"$2,640",0.90,Round,Very Good,I,SI2,6.03mm x 5.96mm x 3.89mm,56.0%,64.9%,Very Good,Excellent,Slightly Thick - Thick,None,None,17371932
4081430A,"Natural, untreated diamond",Botswana Sort,"$2,650",0.90,Round,Good,E,SI2,5.95mm x 5.90mm x 3.92mm,54.0%,66.1%,Very Good,Very Good,6,Pointed,Strong,15408784
6566445A,"Natural, untreated diamond",Botswana Sort,"$2,650",0.90,Round,Very Good,I,SI2,6.15mm x 6.08mm x 3.81mm,56.0%,62.4%,Very Good,Excellent,Medium,MINOR,None,17827221
6182052A,"Natural, untreated diamond",Canada,"$2,650",0.90,Round,Very Good,J,VVS2,6.06mm x 6.01mm x 3.86mm,58.0%,63.9%,Very Good,Excellent,Medium - Thick,Pointed,Strong,17785814
6225433A,"Natural, untreated diamond",Botswana Sort,"$2,650",0.90,Round,Good,H,SI1,5.93mm x 5.86mm x 3.92mm,58.0%,66.5%,Very Good,Excellent,Medium - Very Thick,None,Faint,16107911
6512943A,"Natural, untreated diamond",Botswana Sort,"$2,650",0.90,Round,Very Good,H,SI1,6.03mm x 5.95mm x 3.83mm,59.0%,64.0%,Very Good,Excellent,Sl.Tk - Thick,None,Medium,17504315
5529117A,"Natural, untreated diamond",Canada,"$2,650",0.90,Round,Very Good,E,SI2,6.05mm x 5.98mm x 3.87mm,56.0%,64.3%,Very Good,Very Good,Slightly Thick,None,Strong,17825686
6524338Y,"Natural, untreated diamond",Botswana Sort,"$2,660",0.90,Round,Super Ideal,G,SI2,6.16mm x 6.13mm x 3.80mm,57.0%,61.9%,Excellent,Excellent,Thin - Slightly Thick,None,Strong,17746727
5928167A,"Natural, untreated diamond",Botswana Sort,"$2,640",0.90,Round,Good,H,SI1,6.01mm x 5.96mm x 3.92mm,57.0%,65.5%,Very Good,Very Good,Slightly Thick - Thick,None,Faint,17370559
6548790A,"Natural, untreated diamond",Botswana Sort,"$2,660",0.90,Round,Good,G,SI2,5.94mm x 5.89mm x 3.91mm,60.0%,66.0%,Very Good,Excellent,Medium - Very Thick,None,None,17679054
6419231A,"Natural, untreated diamond",Botswana Sort,"$2,660",0.90,Round,Very Good,I,VS2,6.21mm x 6.16mm x 3.76mm,58.0%,60.8%,Very Good,Very Good,Slightly Thick - Thick,None,Strong,17683599
6524353Y,"Natural, untreated diamond",Botswana Sort,"$2,660",0.90,Round,Ideal,H,SI2,6.13mm x 6.06mm x 3.89mm,56.0%,63.7%,Very Good,Excellent,Medium - Slightly Thick,None,Medium,17746079
5528060A,"Natural, untreated diamond",Botswana Sort,"$2,660",0.90,Round,Super Ideal,I,SI2,6.18mm x 6.14mm x 3.85mm,58.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,17525664
6594530A,"Natural, untreated diamond",Botswana Sort,"$2,660",0.90,Round,Very Good,J,VS1,6.02mm x 5.99mm x 3.88mm,55.0%,64.6%,Excellent,Excellent,Very Thin - Thick,None,None,17867625
6233889A,"Natural, untreated diamond",Botswana Sort,"$2,630",0.90,Round,Good,G,SI1,5.96mm x 5.88mm x 3.89mm,55.0%,65.8%,Very Good,Very Good,Medium - Very Thick,None,None,17325722
6365946A,"Natural, untreated diamond",Botswana Sort,"$2,640",0.90,Round,Very Good,H,SI2,6.02mm x 5.98mm x 3.85mm,56.0%,64.1%,Excellent,Excellent,Slightly Thick - Thick,None,None,17575786
6257589A,"Natural, untreated diamond",Botswana Sort,"$2,670",0.90,Round,Super Ideal,I,SI2,6.15mm x 6.10mm x 3.84mm,57.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,None,17888649
6329843A,"Natural, untreated diamond",Botswana Sort,"$2,670",0.90,Round,Very Good,I,SI1,6.03mm x 5.99mm x 3.88mm,59.0%,64.6%,Excellent,Excellent,Thick,None,None,16553495
6419499A,"Natural, untreated diamond",Botswana Sort,"$2,670",0.90,Round,Ideal,J,SI1,6.17mm x 6.11mm x 3.83mm,58.0%,62.4%,Very Good,Excellent,Medium - Slightly Thick,None,None,17678685
5576712A,"Natural, untreated diamond",Botswana Sort,"$2,670",0.90,Round,Very Good,G,SI2,6.02mm x 5.94mm x 3.89mm,55.0%,65.0%,Very Good,Excellent,Slightly Thick,None,None,17829538
6143709A,"Natural, untreated diamond",Botswana Sort,"$2,670",0.90,Round,Good,J,VS2,5.93mm x 5.86mm x 3.85mm,59.0%,65.3%,Very Good,Excellent,Thick - V.Tk,None,None,17411899
6200177A,"Natural, untreated diamond",Botswana Sort,"$2,670",0.90,Round,Very Good,I,SI1,6.16mm x 6.08mm x 3.76mm,60.0%,61.4%,Very Good,Very Good,Medium - Thick,None,Medium,17504661
5780151A,"Natural, untreated diamond",Botswana Sort,"$2,670",0.90,Round,Very Good,I,SI1,6.03mm x 5.94mm x 3.88mm,56.0%,64.8%,Very Good,Excellent,Thin - Thick,None,None,14853266
6106292A,"Natural, untreated diamond",Botswana Sort,"$2,640",0.90,Round,Very Good,G,SI2,6.13mm x 6.05mm x 3.75mm,59.0%,61.6%,Very Good,Excellent,Slightly Thick - Thick,None,None,17575757
6138389A,"Natural, untreated diamond",Botswana Sort,"$2,670",0.90,Round,Good,E,SI2,5.91mm x 5.84mm x 3.90mm,57.0%,66.4%,Very Good,Very Good,7,Pointed,Strong,15726091
6268019A,"Natural, untreated diamond",Botswana Sort,"$2,670",0.90,Round,Very Good,D,SI2,6.06mm x 5.99mm x 3.84mm,57.0%,63.7%,Very Good,Very Good,Sl.Tk - Thick,None,Very Strong,17504499
6041308AY,"Natural, untreated diamond",Botswana Sort,"$2,680",0.90,Round,Super Ideal,J,SI2,6.17mm x 6.13mm x 3.85mm,58.0%,62.6%,Excellent,Excellent,Medium - Slightly Thick,None,None,17553350
5208780A,"Natural, untreated diamond",Botswana Sort,"$2,680",0.90,Round,Super Ideal,I,SI2,6.27mm x 6.23mm x 3.78mm,61.0%,60.4%,Excellent,Excellent,Medium - Slightly Thick,None,None,17525635
6371365A,"Natural, untreated diamond",Botswana Sort,"$2,680",0.90,Round,Very Good,F,SI2,6.17mm x 6.11mm x 3.77mm,61.0%,61.4%,Good,Excellent,Medium - Thick,None,None,17504090
6104390A,"Natural, untreated diamond",Botswana Sort,"$2,680",0.90,Round,Very Good,H,SI2,6.08mm x 5.98mm x 3.83mm,60.0%,63.5%,Very Good,Excellent,Slightly Thick - Thick,None,17873164
6407167A,"Natural, untreated diamond",Canada,"$2,680",0.90,Round,Very Good,H,SI2,6.03mm x 5.98mm x 3.87mm,57.0%,64.5%,Very Good,Excellent,Medium - Thick,None,None,16874473
6279696A,"Natural, untreated diamond",Botswana Sort,"$2,660",0.90,Round,Super Ideal,G,SI2,6.16mm x 6.12mm x 3.85mm,56.0%,62.8%,Excellent,Excellent,Thin - Slightly Thick,None,Strong,17317434
6408022A,"Natural, untreated diamond",Botswana Sort,"$2,680",0.90,Round,Super Ideal,G,SI2,6.37mm x 6.33mm x 3.68mm,61.0%,57.9%,Excellent,Excellent,Thin - Slightly Thick,None,Medium,17748225
6316066A,"Natural, untreated diamond",Botswana Sort,"$2,660",0.90,Round,Good,H,SI1,5.96mm x 5.88mm x 3.94mm,59.0%,66.5%,Very Good,Excellent,Slightly Thick - Very Thick,None,None,17317299
6336244A,"Natural, untreated diamond",Botswana Sort,"$2,680",0.91,Round,Very Good,I,SI2,6.05mm x 5.99mm x 3.88mm,58.0%,64.4%,Very Good,Excellent,5.5,Pointed,None,16568050
6350818A,"Natural, untreated diamond",Botswana Sort,"$2,670",0.90,Round,Super Ideal,I,SI2,6.17mm x 6.13mm x 3.84mm,56.0%,62.5%,Excellent,Excellent,Thin - Slightly Thick,None,None,17317457
6240113A,"Natural, untreated diamond",Botswana Sort,"$2,690",0.91,Round,Super Ideal,I,SI2,6.19mm x 6.16mm x 3.88mm,57.0%,62.8%,Excellent,Excellent,Medium - Slightly Thick,None,None,17742058
6455835A,"Natural, untreated diamond",Botswana Sort,"$2,690",0.90,Round,Very Good,H,SI2,6.04mm x 6.00mm x 3.86mm,57.0%,64.1%,Very Good,Excellent,5.5,Pointed,None,17145198
6336226A,"Natural, untreated diamond",Botswana Sort,"$2,690",0.90,Round,Super Ideal,H,SI2,6.16mm x 6.15mm x 3.83mm,58.0%,62.2%,Excellent,Excellent,4,Pointed,None,16567517
6429688A,"Natural, untreated diamond",Botswana Sort,"$2,690",0.90,Round,Very Good,I,SI2,6.03mm x 5.95mm x 3.87mm,58.0%,64.7%,Very Good,Excellent,Slightly Thick - Thick,None,None,17000578
6535284A,"Natural, untreated diamond",Botswana Sort,"$2,690",0.90,Round,Super Ideal,H,SI2,6.18mm x 6.14mm x 3.87mm,57.0%,62.8%,Excellent,Excellent,Medium,None,None,17834982
5843353A,"Natural, untreated diamond",Botswana Sort,"$2,690",0.91,Round,Super Ideal,G,SI2,6.25mm x 6.22mm x 3.82mm,60.0%,61.2%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17324158
6348421A,"Natural, untreated diamond",Botswana Sort,"$2,700",0.90,Round,Very Good,F,SI2,6.23mm x 6.17mm x 3.72mm,64.0%,60.1%,Very Good,Very Good,Medium,None,None,17859951
6237717A,"Natural, untreated diamond",Botswana Sort,"$2,700",0.90,Round,Very Good,J,VVS2,6.04mm x 5.99mm x 3.87mm,57.0%,64.3%,Excellent,Excellent,"Slightly Thick - Thick, Faceted",None,Medium,17420445
6341607A,"Natural, untreated diamond",Canada,"$2,700",0.90,Round,Very Good,F,SI2,6.05mm x 5.97mm x 3.88mm,57.0%,64.6%,Very Good,Excellent,Thin - Thick,None,Faint,16598187
6272183A,"Natural, untreated diamond",Botswana Sort,"$2,700",0.90,Round,Very Good,H,SI1,6.04mm x 5.98mm x 3.84mm,58.0%,64.0%,Very Good,Very Good,Medium - Thick,None,None,17612362
6589307A,"Natural, untreated diamond",Botswana Sort,"$2,700",0.90,Round,Very Good,G,SI2,6.01mm x 5.95mm x 3.88mm,56.0%,64.8%,Very Good,Excellent,Slightly Thick - Thick,None,Medium,17847987
6453407A,"Natural, untreated diamond",Botswana Sort,"$2,700",0.90,Round,Very Good,I,SI2,6.06mm x 6.01mm x 3.90mm,57.0%,64.6%,Excellent,Very Good,"Medium - Thick, Faceted",None,None,17432408
6131127A,"Natural, untreated diamond",Botswana Sort,"$2,700",0.90,Round,Very Good,J,SI1,6.02mm x 5.98mm x 3.87mm,58.0%,64.5%,Excellent,Excellent,"Medium - Thick, Faceted",None,None,17429448
6278087A,"Natural, untreated diamond",Botswana Sort,"$2,690",0.90,Round,Very Good,H,SI1,6.12mm x 6.06mm x 3.84mm,59.0%,63.1%,Very Good,Excellent,Medium - Thick,None,Very Strong,17317597
6313860Y,"Natural, untreated diamond",Canada,"$2,710",0.90,Round,Very Good,J,SI1,6.04mm x 5.99mm x 3.90mm,59.0%,64.8%,Excellent,Excellent,Slightly Thick - Thick,None,None,16773935
6313856Y,"Natural, untreated diamond",Botswana Sort,"$2,710",0.90,Round,Very Good,I,SI1,6.04mm x 5.98mm x 3.87mm,57.0%,64.5%,Very Good,Excellent,Slightly Thick - Thick,None,Faint,16773943
6092542A,"Natural, untreated diamond",Botswana Sort,"$2,710",0.90,Round,Super Ideal,F,SI2,6.24mm x 6.20mm x 3.76mm,60.0%,60.5%,Excellent,Excellent,Medium,None,Strong,17827075
6350712A,"Natural, untreated diamond",Botswana Sort,"$2,710",0.90,Round,Very Good,G,SI2,6.08mm x 6.00mm x 3.85mm,60.0%,63.7%,Very Good,Excellent,Medium - Thick,None,Medium,16661718
6336228A,"Natural, untreated diamond",Botswana Sort,"$2,710",0.90,Round,Very Good,H,SI2,6.03mm x 5.99mm x 3.84mm,59.0%,63.9%,Very Good,Excellent,5.5,Pointed,None,16570066
6408245A,"Natural, untreated diamond",Botswana Sort,"$2,710",0.90,Round,Very Good,F,SI1,5.98mm x 5.92mm x 3.89mm,57.0%,65.3%,Very Good,Excellent,Slightly Thick - Thick,None,None,17749052
6201318Y,"Natural, untreated diamond",Botswana Sort,"$2,710",0.90,Round,Super Ideal,H,SI2,6.12mm x 6.08mm x 3.83mm,57.0%,62.7%,Excellent,Excellent,Slightly Thick,None,None,17746393
6531701A,"Natural, untreated diamond",Botswana Sort,"$2,710",0.90,Round,Ideal,G,SI2,6.15mm x 6.11mm x 3.90mm,56.0%,63.5%,Very Good,Excellent,Thin - Slightly Thick,None,None,17748911
6439066A,"Natural, untreated diamond",Botswana Sort,"$2,710",0.90,Round,Very Good,J,VS1,6.05mm x 5.98mm x 3.87mm,58.0%,64.3%,Very Good,Excellent,Slightly Thick - Thick,None,None,17747523
6199537A,"Natural, untreated diamond",Botswana Sort,"$2,710",0.90,Round,Very Good,J,VS2,6.13mm x 6.07mm x 3.77mm,61.0%,61.9%,Excellent,Very Good,"Slightly Thick - Thick, Faceted",None,None,17785954
6586432A,"Natural, untreated diamond",Botswana Sort,"$2,710",0.90,Round,Super Ideal,J,SI1,6.12mm x 6.09mm x 3.83mm,57.0%,62.7%,Excellent,Excellent,Thin - Slightly Thick,None,Strong,17839099
5977138A,"Natural, untreated diamond",Botswana Sort,"$2,710",0.92,Round,Very Good,F,SI2,6.09mm x 6.02mm x 3.91mm,55.0%,64.5%,Very Good,Excellent,Slightly Thick,None,None,17828982
6014052A,"Natural, untreated diamond",Botswana Sort,"$2,720",0.90,Round,Super Ideal,I,SI2,6.15mm x 6.12mm x 3.85mm,56.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,None,None,17741993
6325793A,"Natural, untreated diamond",Canada,"$2,720",0.90,Round,Very Good,F,SI2,6.07mm x 6.00mm x 3.88mm,57.0%,64.3%,Very Good,Excellent,Slightly Thick - Thick,None,Medium,16564355
6543254A,"Natural, untreated diamond",Botswana Sort,"$2,720",0.90,Round,Very Good,E,SI2,6.01mm x 5.97mm x 3.88mm,58.0%,64.7%,Very Good,Excellent,Very Thin - Thick,None,Medium,17660324
6365060A,"Natural, untreated diamond",Botswana Sort,"$2,720",0.90,Round,Very Good,F,SI2,6.03mm x 6.00mm x 3.90mm,57.0%,64.8%,Excellent,Very Good,"Medium - Thick, Faceted",None,Strong,17438427
5517725A,"Natural, untreated diamond",Canada,"$2,720",0.90,Round,Super Ideal,H,SI2,6.17mm x 6.13mm x 3.85mm,59.0%,62.6%,Excellent,Excellent,"Thin - Slightly Thick, Faceted",None,None,17430055
6446430A,"Natural, untreated diamond",Botswana Sort,"$2,720",0.90,Round,Very Good,J,SI1,6.11mm x 6.00mm x 3.87mm,56.0%,64.0%,Very Good,Very Good,Medium - Thick,None,None,17106190
6531740A,"Natural, untreated diamond",Botswana Sort,"$5,650",0.90,Round,Super Ideal,D,VVS2,6.14mm x 6.11mm x 3.85mm,58.0%,62.9%,Excellent,Excellent,Medium - Slightly Thick,None,Strong,17749495
5953224A,"Natural, untreated diamond",Botswana Sort,"$2,140",0.90,Round,Good,I,SI2,6.07mm x 5.94mm x 3.78mm,59.0%,62.9%,Good,Very Good,Slightly Thick - Very Thick,None,None,17370415
5615989AB,"Natural, untreated diamond",Botswana Sort,"$3,900",0.90,Round,Very Good,D,VS1,6.05mm x 6.00mm x 3.86mm,59.0%,64.1%,Very Good,Excellent,Thick,None,Medium,16068881
6237705AB,"Natural, untreated diamond",Canada,"$3,490",0.90,Round,Very Good,G,VS1,6.02mm x 5.96mm x 3.89mm,57.0%,64.9%,Very Good,Excellent,"Thick, Faceted",None,Strong,17751090
6531606Y,"Natural, untreated diamond",Botswana Sort,"$1,710",0.90,Round,Good,J,SI2,5.93mm x 5.89mm x 3.86mm,57.0%,65.3%,Very Good,Excellent,Very Thick,None,Strong,17747282
6346808A,"Natural, untreated diamond",Botswana Sort,"$1,840",0.90,Round,Good,J,SI1,5.93mm x 5.85mm x 3.88mm,60.0%,65.9%,Very Good,Very Good,Very Thick,None,Medium,17836920
5784421A,"Natural, untreated diamond",Botswana Sort,"$1,860",0.90,Round,Good,J,SI1,6.04mm x 5.94mm x 3.85mm,57.0%,64.2%,Very Good,Excellent,Slightly Thick - Very Thick,Pointed,None,17410422
6419065A,"Natural, untreated diamond",Botswana Sort,"$1,870",0.90,Round,Good,J,VS1,5.92mm x 5.88mm x 3.91mm,58.0%,66.3%,Excellent,Excellent,Very Thick,None,None,17836695
6419069A,"Natural, untreated diamond",Botswana Sort,"$1,890",0.90,Round,Good,J,SI1,6.35mm x 6.32mm x 3.64mm,66.0%,57.4%,Excellent,Excellent,Medium - Slightly Thick,None,None,17783180
6499359A,"Natural, untreated diamond",Botswana Sort,"$1,890",0.90,Round,Good,J,SI1,5.97mm x 5.93mm x 3.86mm,57.0%,64.9%,Very Good,Excellent,Thick - Very Thick,None,Strong,17681680
6216050A,"Natural, untreated diamond",Botswana Sort,"$1,900",0.90,Round,Good,J,SI2,6.02mm x 5.95mm x 3.87mm,56.0%,64.6%,Good,Excellent,Thick - Very Thick,None,None,17683999
6419237A,"Natural, untreated diamond",Botswana Sort,"$1,950",0.90,Round,Good,J,VS2,5.95mm x 5.89mm x 3.88mm,57.0%,65.5%,Excellent,Excellent,Thick - Very Thick,None,Strong,17678240
6203093A,"Natural, untreated diamond",Canada,"$1,950",0.90,Round,Very Good,J,SI2,6.14mm x 6.07mm x 3.87mm,57.0%,63.4%,Very Good,Excellent,Medium - Slightly Thick,None,None,17325861
6513118A,"Natural, untreated diamond",Botswana Sort,"$2,000",0.90,Round,Very Good,I,SI2,6.02mm x 5.94mm x 3.88mm,55.0%,64.9%,Very Good,Excellent,Slightly Thick - Thick,None,Faint,17748436
6313904Y,"Natural, untreated diamond",Botswana Sort,"$2,000",0.90,Round,Good,J,SI2,5.99mm x 5.93mm x 3.92mm,57.0%,65.8%,Very Good,Excellent,Medium - Very Thick,None,None,16773947
6468326A,"Natural, untreated diamond",Botswana Sort,"$2,020",0.90,Round,Super Ideal,J,SI2,6.17mm x 6.14mm x 3.84mm,56.0%,62.3%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17682993
6458491A,"Natural, untreated diamond",Canada,"$2,040",0.91,Round,Very Good,J,SI2,6.07mm x 6.05mm x 3.91mm,57.0%,64.5%,Very Good,Excellent,"Slightly Thick - Thick, Faceted",None,Medium,17426484
6419534A,"Natural, untreated diamond",Botswana Sort,"$2,040",0.90,Round,Good,I,SI1,5.91mm x 5.85mm x 3.89mm,57.0%,66.1%,Excellent,Very Good,Very Thick,None,None,17836885
6203961Y,"Natural, untreated diamond",Canada,"$2,060",0.90,Round,Very Good,J,SI2,6.02mm x 5.96mm x 3.88mm,57.0%,64.7%,Very Good,Excellent,Thin - Thick,None,Faint,16773948
5326183A,"Natural, untreated diamond",Botswana Sort,"$2,070",0.90,Round,Good,I,SI2,5.95mm x 5.80mm x 3.89mm,58.0%,66.3%,Good,Excellent,Thin - Very Thick(Faceted),None,None,15993355
6578929A,"Natural, untreated diamond",Canada,"$2,080",0.90,Round,Very Good,J,SI2,6.18mm x 6.13mm x 3.71mm,61.0%,60.2%,Excellent,Excellent,Slightly Thick - Thick,None,Medium,17791785
6523190A,"Natural, untreated diamond",Canada,"$2,080",0.92,Round,Super Ideal,I,SI2,6.21mm x 6.16mm x 3.86mm,57.0%,62.4%,Excellent,Excellent,Thin - Slightly Thick,None,17874851
6329980A,"Natural, untreated diamond",Botswana Sort,"$2,090",0.90,Round,Good,J,SI1,6.06mm x 5.98mm x 3.79mm,54.0%,63.0%,Very Good,Very Good,Very Thick,None,None,16555511
6419518A,"Natural, untreated diamond",Botswana Sort,"$2,090",0.90,Round,Good,J,VS1,5.97mm x 5.90mm x 3.86mm,62.0%,65.1%,Very Good,Excellent,Thick - Very Thick,None,None,17836816
6499342A,"Natural, untreated diamond",Botswana Sort,"$2,090",0.90,Round,Good,I,SI1,6.05mm x 6.01mm x 3.78mm,62.0%,62.7%,Very Good,Excellent,Slightly Thick - Very Thick,None,Strong,17783340
6313905Y,"Natural, untreated diamond",Canada,"$2,090",0.90,Round,Very Good,J,SI2,6.00mm x 5.95mm x 3.87mm,57.0%,64.8%,Very Good,Excellent,Medium - Thick,None,Faint,16773945
6585633A,"Natural, untreated diamond",Botswana Sort,"$2,090",0.96,Round,Ideal,I,SI2,6.33mm x 6.29mm x 3.91mm,56.0%,62.0%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17838212
6068671A,"Natural, untreated diamond",Botswana Sort,"$2,100",0.90,Round,Good,G,SI2,5.94mm x 5.91mm x 3.89mm,56.0%,65.7%,Very Good,Very Good,Thick - V.Tk,None,Strong,17504569
6142288A,"Natural, untreated diamond",Botswana Sort,"$2,080",0.90,Round,Good,J,SI1,5.97mm x 5.91mm x 3.93mm,56.0%,66.1%,Very Good,Excellent,Slightly Thick - Very Thick,None,None,17370401
6592991A,"Natural, untreated diamond",Botswana Sort,"$2,110",0.91,Round,Good,J,SI2,5.93mm x 5.86mm x 3.94mm,56.0%,66.8%,Very Good,Excellent,Thick - Very Thick,None,None,17850907
6268212Y,"Natural, untreated diamond",Canada,"$2,110",0.90,Round,Good,J,SI1,5.99mm x 5.92mm x 3.90mm,58.0%,65.5%,Very Good,Excellent,Thin - Very Thick,None,Faint,16323792
5835956A,"Natural, untreated diamond",Canada,"$2,120",0.90,Round,Good,J,SI1,5.90mm x 5.87mm x 3.87mm,56.0%,65.8%,Good,Excellent,Thick - Very Thick(Faceted),None,None,15994018
6467501A,"Natural, untreated diamond",Botswana Sort,"$2,120",0.90,Round,Good,J,VVS2,5.93mm x 5.86mm x 3.87mm,61.0%,65.6%,Very Good,Excellent,Thick - Very Thick,None,None,17682589
6143708A,"Natural, untreated diamond",Botswana Sort,"$2,130",0.90,Round,Very Good,I,SI2,6.01mm x 5.96mm x 3.85mm,56.0%,64.3%,Very Good,Excellent,Medium - Thick,None,Faint,17504155
6241334A,"Natural, untreated diamond",Botswana Sort,"$2,130",0.90,Round,Very Good,H,SI2,6.02mm x 5.95mm x 3.83mm,57.0%,64.0%,Very Good,Excellent,Slightly Thick - Thick,Very Small,17874254
6156531A,"Natural, untreated diamond",Botswana Sort,"$2,130",0.90,Round,Very Good,J,SI2,6.37mm x 6.29mm x 3.64mm,62.0%,57.5%,Very Good,Excellent,Medium - Slightly Thick,None,Faint,15801662
6407333A,"Natural, untreated diamond",Botswana Sort,"$2,140",0.90,Round,Ideal,J,SI2,6.14mm x 6.08mm x 3.88mm,56.0%,63.4%,Very Good,Excellent,Thin - Slightly Thick,None,Medium,16872492
6336261A,"Natural, untreated diamond",Botswana Sort,"$2,140",0.91,Round,Very Good,J,SI2,6.08mm x 6.03mm x 3.91mm,56.0%,64.6%,Very Good,Excellent,5,Pointed,Faint,16568055
6157107A,"Natural, untreated diamond",Botswana Sort,"$2,150",0.90,Round,Very Good,G,SI2,6.03mm x 5.98mm x 3.87mm,57.0%,64.5%,Very Good,Very Good,V.Tn - Thick,None,Medium,17504561
6524350Y,"Natural, untreated diamond",Botswana Sort,"$2,150",0.90,Round,Very Good,H,SI2,5.99mm x 5.95mm x 3.89mm,55.0%,65.2%,Excellent,Excellent,Slightly Thick - Thick,None,None,17746137
6122826A,"Natural, untreated diamond",Botswana Sort,"$2,150",0.90,Round,Good,J,SI2,5.96mm x 5.89mm x 3.90mm,62.0%,65.9%,Good,Very Good,6,Pointed,Medium,16083423
5708628A,"Natural, untreated diamond",Canada,"$2,160",0.91,Round,Very Good,J,SI2,6.07mm x 6.02mm x 3.88mm,56.0%,64.3%,Very Good,Excellent,Slightly Thick - Thick,None,None,17640723
6418998A,"Natural, untreated diamond",Botswana Sort,"$2,160",0.90,Round,Good,I,SI1,5.98mm x 5.90mm x 3.88mm,65.0%,65.4%,Very Good,Excellent,Very Thick,None,Strong,17681601
6225530A,"Natural, untreated diamond",Botswana Sort,"$2,170",0.90,Round,Good,I,SI2,6.01mm x 5.94mm x 3.85mm,56.0%,64.5%,Very Good,Excellent,Very Thick,None,Faint,16108007
6512947A,"Natural, untreated diamond",Botswana Sort,"$2,170",0.90,Round,Very Good,I,SI2,6.04mm x 5.91mm x 3.87mm,57.0%,64.8%,Good,Excellent,Sl.Tk - Thick,None,None,17504557
6512948A,"Natural, untreated diamond",Botswana Sort,"$2,170",0.90,Round,Very Good,I,SI2,6.06mm x 6.01mm x 3.84mm,56.0%,63.6%,Very Good,Excellent,Sl.Tk - Thick,None,Faint,17504051
6584139A,"Natural, untreated diamond",Botswana Sort,"$2,170",0.90,Round,Very Good,J,SI2,6.06mm x 5.99mm x 3.88mm,57.0%,64.5%,Very Good,Excellent,Slightly Thick - Thick,None,Faint,17818336
5782038A,"Natural, untreated diamond",Botswana Sort,"$2,170",0.90,Round,Very Good,I,SI2,6.03mm x 5.95mm x 3.88mm,56.0%,64.7%,Very Good,Very Good,Thick,None,Medium,14854050
6233438A,"Natural, untreated diamond",Botswana Sort,"$2,150",0.90,Round,Very Good,I,SI2,6.07mm x 6.02mm x 3.83mm,60.0%,63.3%,Very Good,Excellent,Slightly Thick - Thick,None,None,17838073
5763790A,"Natural, untreated diamond",Botswana Sort,"$2,170",0.90,Round,Very Good,H,SI2,5.99mm x 5.95mm x 3.87mm,58.0%,64.7%,Very Good,Excellent,5.5,Medium,Very Slight,17389890
