stock_number,gemstone,origin,price,carat,shape,cut,color,clarity,measurements,table,depth,symmetry,polish,girdle,culet,fluorescence,diamond_id
6257730AY,"Natural, untreated diamond",Botswana Sort,"$5,160",1.03,Round,Super Ideal,H,SI1,6.47mm x 6.43mm x 4.02mm,58.0%,62.3%,Excellent,Excellent,Slightly Thick,None,None,17640524
6122731A,"Natural, untreated diamond",Botswana Sort,"$5,170",1.03,Round,Very Good,D,SI1,6.33mm x 6.26mm x 4.06mm,56.0%,64.4%,Very Good,Very Good,5.5,Pointed,Medium,16083344
6394773A,"Natural, untreated diamond",Botswana Sort,"$5,170",1.03,Round,Super Ideal,H,SI1,6.45mm x 6.41mm x 4.02mm,57.0%,62.6%,Excellent,Excellent,Thin - Sl.Tk,None,None,17843197
6558722Y,"Natural, untreated diamond",Botswana Sort,"$5,180",1.05,Round,Super Ideal,G,SI1,6.65mm x 6.64mm x 3.94mm,59.0%,59.3%,Excellent,Excellent,Medium,Pointed,None,17870336
5836981A,"Natural, untreated diamond",Canada,"$5,180",1.08,Round,Super Ideal,G,SI2,6.58mm x 6.52mm x 4.06mm,59.0%,62.1%,Excellent,Excellent,Medium - Slightly Thick,None,None,14475464
6449631A,"Natural, untreated diamond",Botswana Sort,"$5,190",1.08,Round,Ideal,F,SI2,6.55mm x 6.50mm x 4.08mm,59.0%,62.6%,Excellent,Very Good,Medium - Slightly Thick,None,None,17123651
6415610A,"Natural, untreated diamond",Botswana Sort,"$5,190",1.06,Round,Super Ideal,H,SI1,6.54mm x 6.51mm x 4.04mm,60.0%,61.9%,Excellent,Excellent,Slightly Thick,None,Medium,17915653
6210102A,"Natural, untreated diamond",Canada,"$5,190",1.03,Round,Super Ideal,J,VS1,6.45mm x 6.40mm x 3.98mm,58.0%,62.0%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17247854
5977076AB,"Natural, untreated diamond",Canada,"$7,430",1.03,Round,Super Ideal,D,VVS2,6.45mm x 6.41mm x 4.02mm,57.0%,62.6%,Excellent,Excellent,Slightly Thick,None,Strong,17835697
6036446A,"Natural, untreated diamond",Botswana Sort,"$3,480",1.03,Round,Super Ideal,I,SI2,6.45mm x 6.41mm x 4.00mm,57.0%,62.2%,Excellent,Excellent,Sl.Tk,None,Faint,17504472
5828514B,"Natural, untreated diamond",Botswana Sort,"$7,330",1.04,Round,Super Ideal,D,VS1,6.50mm x 6.49mm x 4.02mm,55.0%,61.9%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,14821783
5643020A,"Natural, untreated diamond",Botswana Sort,"$6,280",1.07,Round,Super Ideal,G,VS1,6.55mm x 6.51mm x 4.07mm,59.0%,62.4%,Excellent,Excellent,Thin - Sl.Tk,None,Strong,17411145
6405375A,"Natural, untreated diamond",Botswana Sort,"$2,810",1.08,Round,Ideal,I,SI2,6.69mm x 6.67mm x 3.95mm,61.0%,59.1%,Excellent,Very Good,Medium,Pointed,Faint,17901333
5286236A,"Natural, untreated diamond",Botswana Sort,"$2,830",1.04,Round,Very Good,H,SI2,6.42mm x 6.35mm x 4.00mm,59.0%,62.5%,Very Good,Excellent,Thick,Pointed,None,17902157
6253002Y,"Natural, untreated diamond",Botswana Sort,"$2,880",1.06,Round,Super Ideal,J,SI2,6.51mm x 6.48mm x 4.05mm,59.0%,62.3%,Excellent,Excellent,Slightly Thick,Pointed,Medium,17870399
6093223A,"Natural, untreated diamond",Canada,"$2,910",1.03,Round,Super Ideal,J,SI2,6.47mm x 6.42mm x 4.00mm,59.0%,62.1%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17645181
6123593A,"Natural, untreated diamond",Botswana Sort,"$2,910",1.03,Round,Very Good,G,SI2,6.65mm x 6.61mm x 3.82mm,63.0%,57.6%,Excellent,Excellent,3.6,Pointed,Very Slight,17869541
6536771Y,"Natural, untreated diamond",Botswana Sort,"$2,930",1.03,Round,Super Ideal,I,SI2,6.42mm x 6.37mm x 6.37mm,58.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,17746838
5574768A,"Natural, untreated diamond",Botswana Sort,"$2,940",1.03,Round,Ideal,I,SI2,6.48mm x 6.43mm x 3.98mm,58.5%,61.7%,Excellent,Excellent,4.2,Pointed,None,17869552
5200456A,"Natural, untreated diamond",Botswana Sort,"$3,060",1.03,Round,Very Good,J,SI1,6.30mm x 6.21mm x 4.07mm,57.0%,65.0%,Very Good,Excellent,Thin - Thick(Faceted),None,None,15993528
6445058A,"Natural, untreated diamond",Botswana Sort,"$3,100",1.04,Round,Super Ideal,H,SI2,6.49mm x 6.46mm x 4.04mm,55.0%,62.4%,Excellent,Excellent,Medium,Pointed,None,17901830
6499290A,"Natural, untreated diamond",Botswana Sort,"$3,100",1.03,Round,Ideal,J,SI1,6.45mm x 6.41mm x 4.01mm,59.0%,62.4%,Excellent,Very Good,Slightly Thick,None,Medium,17678057
6155891A,"Natural, untreated diamond",Canada,"$3,110",1.03,Round,Good,J,SI1,6.15mm x 6.10mm x 4.10mm,58.0%,66.9%,Excellent,Excellent,Thick - Very Thick,None,Faint,17645154
5867984A,"Natural, untreated diamond",Botswana Sort,"$3,140",1.06,Round,Super Ideal,J,SI2,6.54mm x 6.51mm x 4.03mm,56.0%,61.7%,Excellent,Excellent,Medium - Sl.Tk,None,None,17793233
5891084A,"Natural, untreated diamond",Canada,"$3,160",1.05,Round,Super Ideal,J,SI1,6.48mm x 6.42mm x 4.03mm,57.0%,62.5%,Excellent,Excellent,Slightly Thick,None,Strong,17641092
6324457A,"Natural, untreated diamond",Botswana Sort,"$3,180",1.05,Round,Super Ideal,I,SI2,6.49mm x 6.45mm x 4.06mm,56.0%,62.7%,Excellent,Excellent,Medium,None,None,16539301
6445063A,"Natural, untreated diamond",Botswana Sort,"$3,240",1.05,Round,Super Ideal,I,SI2,6.58mm x 6.55mm x 3.95mm,60.0%,60.2%,Excellent,Excellent,Medium,Pointed,None,17902215
6395252A,"Natural, untreated diamond",Botswana Sort,"$3,250",1.07,Round,Very Good,H,SI2,6.46mm x 6.42mm x 4.07mm,54.5%,63.2%,Very Good,Very Good,Medium - Slightly Thick,Pointed,None,17871910
6292611A,"Natural, untreated diamond",Canada,"$3,250",1.03,Round,Super Ideal,I,SI2,6.45mm x 6.41mm x 3.99mm,58.0%,62.0%,Excellent,Excellent,Medium - Slightly Thick,None,Strong,16416911
5991355A,"Natural, untreated diamond",Botswana Sort,"$3,250",1.03,Round,Very Good,G,SI2,6.35mm x 6.32mm x 4.06mm,60.0%,64.2%,Excellent,Excellent,"Slightly Thick - Thick, Faceted",None,Faint,17892597
5612220A,"Natural, untreated diamond",Botswana Sort,"$3,240",1.04,Round,Super Ideal,J,SI2,6.47mm x 6.43mm x 4.02mm,58.0%,62.4%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17919735
6395124A,"Natural, untreated diamond",Botswana Sort,"$3,300",1.04,Round,Super Ideal,G,SI2,6.47mm x 6.43mm x 4.00mm,59.0%,62.0%,Excellent,Excellent,Medium,Pointed,Faint,17901814
6499511A,"Natural, untreated diamond",Botswana Sort,"$3,370",1.04,Round,Ideal,H,SI2,6.47mm x 6.45mm x 4.02mm,57.0%,62.3%,Excellent,Very Good,Medium - Slightly Thick,None,Strong,17753635
6439125A,"Natural, untreated diamond",Botswana Sort,"$3,380",1.06,Round,Super Ideal,I,SI2,6.52mm x 6.49mm x 4.09mm,56.0%,62.8%,Excellent,Excellent,Medium,None,Strong,17915306
6445057A,"Natural, untreated diamond",Botswana Sort,"$3,400",1.05,Round,Ideal,H,SI2,6.48mm x 6.44mm x 4.04mm,56.5%,62.5%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17874689
6405376A,"Natural, untreated diamond",Botswana Sort,"$3,400",1.05,Round,Super Ideal,J,SI2,6.55mm x 6.50mm x 4.00mm,60.0%,61.3%,Excellent,Excellent,Medium - Slightly Thick,None,None,17888683
6429995A,"Natural, untreated diamond",Botswana Sort,"$3,400",1.07,Round,Super Ideal,J,SI2,6.52mm x 6.51mm x 4.09mm,57.0%,62.7%,Excellent,Excellent,Slightly Thick,None,Medium,17678371
5858858A,"Natural, untreated diamond",Canada,"$3,430",1.05,Round,Super Ideal,J,SI2,6.57mm x 6.54mm x 3.98mm,61.0%,60.7%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17919770
6123598A,"Natural, untreated diamond",Botswana Sort,"$3,430",1.06,Round,Ideal,I,SI2,6.43mm x 6.37mm x 4.05mm,58.0%,58.0%,Very Good,Excellent,Pointed,None,17869550
6292402A,"Natural, untreated diamond",Botswana Sort,"$3,440",1.07,Round,Super Ideal,J,SI2,6.56mm x 6.52mm x 4.04mm,59.0%,61.8%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,16416763
6291734A,"Natural, untreated diamond",Botswana Sort,"$3,450",1.07,Round,Ideal,F,SI2,6.59mm x 6.56mm x 4.02mm,58.5%,61.1%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17317578
5615955A,"Natural, untreated diamond",Canada,"$3,450",1.06,Round,Super Ideal,F,SI2,6.50mm x 6.45mm x 4.08mm,57.0%,63.0%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Very Strong,17896037
6338997A,"Natural, untreated diamond",Botswana Sort,"$3,470",1.03,Round,Ideal,G,SI2,6.58mm x 6.56mm x 3.93mm,57.5%,59.9%,Excellent,Excellent,Medium,None,None,17910309
6544003Y,"Natural, untreated diamond",Botswana Sort,"$3,470",1.05,Round,Super Ideal,F,SI2,6.49mm x 6.46mm x 4.08mm,56.0%,63.0%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17870267
6345064A,"Natural, untreated diamond",Botswana Sort,"$3,480",1.08,Round,Super Ideal,J,SI2,6.55mm x 6.51mm x 4.07mm,58.0%,62.3%,Excellent,Excellent,Medium,None,Medium,17090125
5991410A,"Natural, untreated diamond",Botswana Sort,"$3,480",1.04,Round,Super Ideal,J,SI1,6.44mm x 6.40mm x 4.05mm,57.0%,63.1%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Medium,17898609
6254385A,"Natural, untreated diamond",Botswana Sort,"$3,490",1.03,Round,Ideal,I,SI2,6.49mm x 6.45mm x 4.01mm,56.0%,62.0%,Very Good,Very Good,Medium - Slightly Thick,None,None,17871955
6134331A,"Natural, untreated diamond",Botswana Sort,"$3,490",1.03,Round,Good,D,SI2,6.23mm x 6.13mm x 4.08mm,58.0%,65.9%,Very Good,Very Good,Thick - Very Thick,None,Strong,15715412
6070238A,"Natural, untreated diamond",Botswana Sort,"$3,490",1.07,Round,Super Ideal,J,SI2,6.53mm x 6.50mm x 4.12mm,56.0%,63.2%,Excellent,Excellent,Thin - Slightly Thick,None,Faint,17741988
6200126A,"Natural, untreated diamond",Botswana Sort,"$3,510",1.05,Round,Ideal,J,SI2,6.49mm x 6.45mm x 4.05mm,57.0%,62.6%,Excellent,Very Good,Medium - Sl.Tk,None,None,17503984
5823875A,"Natural, untreated diamond",Canada,"$3,520",1.05,Round,Super Ideal,G,SI2,6.55mm x 6.51mm x 4.01mm,60.0%,61.4%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Strong,17899407
6225687A,"Natural, untreated diamond",Botswana Sort,"$3,530",1.03,Round,Super Ideal,J,SI2,6.43mm x 6.40mm x 4.00mm,59.0%,62.3%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,16108065
5875685A,"Natural, untreated diamond",Botswana Sort,"$3,540",1.05,Round,Super Ideal,J,SI1,6.48mm x 6.44mm x 4.05mm,58.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,17904308
6272399A,"Natural, untreated diamond",Botswana Sort,"$3,550",1.03,Round,Very Good,I,SI2,6.41mm x 6.38mm x 4.02mm,56.0%,62.9%,Very Good,Very Good,Thin - Thick,None,Strong,17825012
6312326AY,"Natural, untreated diamond",Botswana Sort,"$3,560",1.07,Round,Super Ideal,J,SI2,6.58mm x 6.54mm x 4.00mm,60.0%,61.0%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17445492
6123591A,"Natural, untreated diamond",Botswana Sort,"$3,570",1.03,Round,Ideal,F,SI2,6.63mm x 6.60mm x 3.90mm,60.0%,59.0%,Very Good,Excellent,2.9,Pointed,None,17869551
6216088A,"Natural, untreated diamond",Botswana Sort,"$3,570",1.04,Round,Super Ideal,J,SI1,6.50mm x 6.45mm x 3.98mm,58.0%,61.5%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,17678761
6252574A,"Natural, untreated diamond",Botswana Sort,"$3,590",1.03,Round,Super Ideal,J,SI1,6.46mm x 6.42mm x 4.00mm,57.0%,62.0%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17770054
5754013A,"Natural, untreated diamond",Botswana Sort,"$3,610",1.08,Round,Ideal,H,SI2,6.53mm x 6.49mm x 4.08mm,58.0%,62.7%,Excellent,Very Good,"Slightly Thick, Faceted",None,Strong,17900328
6152007A,"Natural, untreated diamond",Botswana Sort,"$3,620",1.04,Round,Super Ideal,J,SI2,6.46mm x 6.44mm x 4.04mm,57.0%,62.6%,Excellent,Excellent,Medium,None,None,17914687
6298506A,"Natural, untreated diamond",Botswana Sort,"$3,620",1.07,Round,Super Ideal,E,SI2,6.53mm x 6.50mm x 4.07mm,58.0%,62.6%,Excellent,Excellent,Medium,None,None,17322341
6210180A,"Natural, untreated diamond",Canada,"$3,620",1.05,Round,Super Ideal,I,SI2,6.48mm x 6.43mm x 4.03mm,57.0%,62.4%,Excellent,Excellent,Slightly Thick,None,None,17640968
5778768A,"Natural, untreated diamond",Botswana Sort,"$3,630",1.03,Round,Super Ideal,I,SI2,6.44mm x 6.43mm x 4.03mm,56.0%,62.6%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,14851243
6038404A,"Natural, untreated diamond",Botswana Sort,"$3,630",1.03,Round,Super Ideal,E,SI2,6.53mm x 6.49mm x 3.98mm,61.0%,61.2%,Excellent,Excellent,Medium - Slightly Thick,Faint,15420922
6273494A,"Natural, untreated diamond",Botswana Sort,"$3,630",1.06,Round,Super Ideal,H,SI2,6.53mm x 6.49mm x 4.06mm,56.0%,62.4%,Excellent,Excellent,Medium,Pointed,None,17901781
6281051A,"Natural, untreated diamond",Botswana Sort,"$3,640",1.06,Round,Super Ideal,J,SI1,6.49mm x 6.46mm x 4.07mm,57.0%,62.9%,Excellent,Excellent,Medium - Sl.Tk,None,Medium,17592576
6468353A,"Natural, untreated diamond",Botswana Sort,"$3,640",1.03,Round,Super Ideal,J,SI1,6.44mm x 6.39mm x 4.01mm,59.0%,62.5%,Excellent,Excellent,Slightly Thick,None,Faint,17836720
6052338A,"Natural, untreated diamond",Botswana Sort,"$3,640",1.03,Round,Very Good,F,SI2,6.36mm x 6.28mm x 4.00mm,56.5%,63.2%,Very Good,Excellent,Medium,None,None,17918025
6512926A,"Natural, untreated diamond",Botswana Sort,"$3,640",1.03,Round,Super Ideal,J,SI2,6.47mm x 6.43mm x 4.04mm,58.0%,62.6%,Excellent,Excellent,Medium - Sl.Tk,None,Medium,17504627
6122771A,"Natural, untreated diamond",Botswana Sort,"$3,650",1.08,Round,Super Ideal,H,SI2,6.55mm x 6.53mm x 4.10mm,57.0%,62.7%,Excellent,Excellent,4,Pointed,None,15749060
6371316A,"Natural, untreated diamond",Botswana Sort,"$3,680",1.03,Round,Ideal,I,SI2,6.45mm x 6.41mm x 4.03mm,56.0%,62.7%,Excellent,Very Good,Medium - Sl.Tk,None,Medium,17504614
6253019Y,"Natural, untreated diamond",Botswana Sort,"$3,690",1.05,Round,Ideal,I,SI2,6.56mm x 6.50mm x 4.02mm,58.0%,61.6%,Excellent,Very Good,Medium - Slightly Thick,Pointed,None,17870839
6448636A,"Natural, untreated diamond",Botswana Sort,"$3,700",1.04,Round,Super Ideal,J,SI2,6.53mm x 6.51mm x 3.99mm,60.0%,61.2%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Faint,17897928
6512918A,"Natural, untreated diamond",Botswana Sort,"$3,720",1.05,Round,Ideal,I,SI2,6.47mm x 6.43mm x 4.05mm,57.0%,62.8%,Excellent,Very Good,Medium - Sl.Tk,None,None,17504559
6210156A,"Natural, untreated diamond",Canada,"$3,730",1.03,Round,Super Ideal,J,SI1,6.46mm x 6.42mm x 3.98mm,58.0%,61.9%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17645163
6499315A,"Natural, untreated diamond",Botswana Sort,"$3,730",1.03,Round,Super Ideal,J,SI2,6.47mm x 6.43mm x 3.99mm,57.0%,61.8%,Excellent,Excellent,Medium - Slightly Thick,None,None,17836803
5176603Y,"Natural, untreated diamond",Botswana Sort,"$3,730",1.06,Round,Super Ideal,I,SI2,6.53mm x 6.49mm x 4.07mm,55.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,16334214
6329992A,"Natural, untreated diamond",Botswana Sort,"$3,750",1.03,Round,Super Ideal,J,SI2,6.46mm x 6.41mm x 3.99mm,58.0%,62.0%,Excellent,Excellent,Medium - Slightly Thick,None,None,16555803
5779732A,"Natural, untreated diamond",Botswana Sort,"$3,760",1.05,Round,Ideal,J,SI2,6.50mm x 6.47mm x 4.02mm,59.0%,61.9%,Excellent,Very Good,Medium - Slightly Thick,None,None,15646972
6238253A,"Natural, untreated diamond",Botswana Sort,"$3,770",1.04,Round,Super Ideal,I,SI2,6.46mm x 6.41mm x 4.05mm,56.0%,62.9%,Excellent,Excellent,Thin - Slightly Thick,None,None,17871486
6307932A,"Natural, untreated diamond",Botswana Sort,"$3,780",1.03,Round,Super Ideal,J,SI1,6.46mm x 6.42mm x 4.01mm,58.0%,62.2%,Excellent,Excellent,Medium - Slightly Thick,None,None,17901167
5814497A,"Natural, untreated diamond",Canada,"$3,780",1.03,Round,Super Ideal,I,SI1,6.44mm x 6.41mm x 4.01mm,58.0%,62.4%,Excellent,Excellent,Medium - Slightly Thick,Pointed,Faint,17391079
5781561A,"Natural, untreated diamond",Botswana Sort,"$3,800",1.03,Round,Super Ideal,J,SI1,6.47mm x 6.43mm x 4.01mm,59.0%,62.1%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,16051520
5671731A,"Natural, untreated diamond",Botswana Sort,"$3,820",1.04,Round,Super Ideal,I,SI1,6.52mm x 6.47mm x 4.03mm,60.0%,62.0%,Excellent,Excellent,Medium,Pointed,None,17781457
6482674A,"Natural, untreated diamond",Botswana Sort,"$3,850",1.06,Round,Very Good,E,SI2,6.40mm x 6.34mm x 4.03mm,57.0%,63.2%,Very Good,Excellent,Thick,Pointed,None,17902070
5073514A,"Natural, untreated diamond",Botswana Sort,"$3,880",1.03,Round,Super Ideal,J,SI1,6.44mm x 6.42mm x 4.04mm,58.0%,62.8%,Excellent,Excellent,4,Pointed,Faint,17303642
6467836A,"Natural, untreated diamond",Botswana Sort,"$3,880",1.05,Round,Super Ideal,J,VS1,6.49mm x 6.46mm x 4.04mm,57.0%,62.4%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,17678122
6561310A,"Natural, untreated diamond",Canada,"$3,900",1.05,Round,Super Ideal,J,SI2,6.49mm x 6.45mm x 4.06mm,56.0%,62.7%,Excellent,Excellent,Medium,None,None,17917656
6215308A,"Natural, untreated diamond",Canada,"$3,910",1.08,Round,Super Ideal,J,VS2,6.53mm x 6.48mm x 4.09mm,56.0%,62.9%,Excellent,Excellent,Slightly Thick,None,None,17872134
5478426A,"Natural, untreated diamond",Canada,"$3,910",1.06,Round,Super Ideal,J,SI1,6.52mm x 6.50mm x 4.07mm,55.0%,62.5%,Excellent,Excellent,Medium,None,None,17918949
5823346A,"Natural, untreated diamond",Botswana Sort,"$3,910",1.04,Round,Super Ideal,I,SI2,6.53mm x 6.49mm x 3.99mm,61.0%,61.2%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,17236333
6225575A,"Natural, untreated diamond",Botswana Sort,"$3,940",1.03,Round,Super Ideal,H,SI2,6.45mm x 6.43mm x 4.04mm,58.0%,62.7%,Excellent,Excellent,Slightly Thick,None,Faint,16108059
5169772AY,"Natural, untreated diamond",Botswana Sort,"$3,940",1.03,Round,Super Ideal,J,SI1,6.48mm x 6.44mm x 4.02mm,56.0%,62.3%,Excellent,Excellent,Medium - Slightly Thick,None,None,17793328
6490791Y,"Natural, untreated diamond",Botswana Sort,"$3,960",1.06,Round,Super Ideal,G,SI2,6.63mm x 6.60mm x 4.02mm,56.0%,60.8%,Excellent,Excellent,Medium,Pointed,Strong,17870601
6263251A,"Natural, untreated diamond",Botswana Sort,"$3,960",1.06,Round,Super Ideal,J,SI2,6.49mm x 6.46mm x 4.09mm,56.0%,63.1%,Excellent,Excellent,Medium - Slightly Thick,None,None,17742361
6421352A,"Natural, untreated diamond",Botswana Sort,"$3,960",1.04,Round,Super Ideal,I,SI2,6.44mm x 6.39mm x 4.04mm,58.0%,63.0%,Excellent,Excellent,Medium - Slightly Thick,None,None,17874663
6346719A,"Natural, untreated diamond",Botswana Sort,"$3,970",1.03,Round,Very Good,H,SI2,6.38mm x 6.37mm x 4.00mm,56.0%,62.7%,Very Good,Very Good,Slightly Thick - Thick,None,None,17678506
6588357A,"Natural, untreated diamond",Canada,"$3,990",1.06,Round,Very Good,E,SI2,6.34mm x 6.28mm x 4.10mm,56.0%,65.0%,Very Good,Very Good,Slightly Thick - Thick,None,None,17843074
6208715A,"Natural, untreated diamond",Botswana Sort,"$4,000",1.03,Round,Super Ideal,F,SI2,6.46mm x 6.44mm x 4.01mm,57.0%,62.1%,Excellent,Excellent,Medium,None,None,17912626
6155888A,"Natural, untreated diamond",Canada,"$4,000",1.03,Round,Super Ideal,J,SI1,6.50mm x 6.47mm x 4.04mm,56.0%,62.3%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17640795
5973211A,"Natural, untreated diamond",Botswana Sort,"$4,010",1.05,Round,Super Ideal,I,SI2,6.48mm x 6.43mm x 4.08mm,56.0%,63.3%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,14995703
6514434A,"Natural, untreated diamond",Botswana Sort,"$4,010",1.05,Round,Very Good,H,SI2,6.37mm x 6.30mm x 4.07mm,59.0%,64.1%,Very Good,Excellent,Medium,Pointed,None,17753828
5780463A,"Natural, untreated diamond",Botswana Sort,"$4,010",1.05,Round,Super Ideal,I,SI2,6.48mm x 6.44mm x 4.03mm,57.0%,62.5%,Excellent,Excellent,Slightly Thick,None,None,16553207
6421557AY,"Natural, untreated diamond",Botswana Sort,"$4,020",1.03,Round,Super Ideal,I,SI2,6.49mm x 6.47mm x 4.00mm,58.0%,61.7%,Excellent,Excellent,Medium - Slightly Thick,None,None,17758443
6311593AY,"Natural, untreated diamond",Botswana Sort,"$4,020",1.03,Round,Super Ideal,I,SI2,6.46mm x 6.42mm x 4.01mm,58.0%,62.3%,Excellent,Excellent,Slightly Thick,None,None,17403891
5663825A,"Natural, untreated diamond",Botswana Sort,"$4,020",1.03,Round,Super Ideal,J,SI1,6.44mm x 6.41mm x 4.05mm,56.0%,63.0%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17893694
6335998A,"Natural, untreated diamond",Botswana Sort,"$4,020",1.03,Round,Very Good,F,SI2,6.32mm x 6.25mm x 4.05mm,58.0%,64.4%,Very Good,Very Good,5.5,Pointed,None,17368011
5414441Y,"Natural, untreated diamond",Botswana Sort,"$4,020",1.07,Round,Super Ideal,H,SI2,6.53mm x 6.52mm x 4.05mm,58.0%,62.0%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17870587
5521179A,"Natural, untreated diamond",Botswana Sort,"$4,030",1.06,Round,Ideal,J,VS2,6.52mm x 6.50mm x 4.04mm,57.0%,62.0%,Excellent,Very Good,"Slightly Thick, Faceted",None,Faint,17895698
6216134A,"Natural, untreated diamond",Botswana Sort,"$4,040",1.08,Round,Super Ideal,J,VS2,6.57mm x 6.54mm x 4.09mm,59.0%,62.3%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,17683951
6422453A,"Natural, untreated diamond",Botswana Sort,"$4,050",1.06,Round,Super Ideal,H,SI2,6.48mm x 6.44mm x 4.05mm,59.0%,62.8%,Excellent,Excellent,Thin - Sl.Tk,None,None,17411005
6429999A,"Natural, untreated diamond",Botswana Sort,"$4,060",1.05,Round,Ideal,I,SI2,6.48mm x 6.44mm x 4.04mm,58.0%,62.5%,Excellent,Very Good,Medium - Slightly Thick,None,Faint,17684657
5781201A,"Natural, untreated diamond",Botswana Sort,"$4,070",1.03,Round,Super Ideal,F,SI2,6.46mm x 6.42mm x 3.97mm,59.0%,61.6%,Excellent,Excellent,Slightly Thick,None,Strong,14852817
5835851A,"Natural, untreated diamond",Botswana Sort,"$4,070",1.04,Round,Super Ideal,J,VS2,6.50mm x 6.45mm x 4.01mm,57.0%,61.9%,Excellent,Excellent,Medium - Slightly Thick(Faceted),None,Faint,15993553
6316175A,"Natural, untreated diamond",Botswana Sort,"$4,070",1.03,Round,Super Ideal,H,SI2,6.48mm x 6.44mm x 3.98mm,59.0%,61.6%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17871647
6468065A,"Natural, untreated diamond",Botswana Sort,"$4,090",1.05,Round,Super Ideal,J,VS1,6.50mm x 6.47mm x 4.05mm,58.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17678835
5649118A,"Natural, untreated diamond",Botswana Sort,"$4,100",1.08,Round,Super Ideal,I,SI2,6.54mm x 6.49mm x 4.12mm,57.0%,63.2%,Excellent,Excellent,Medium - Slightly Thick,None,None,17872608
6596402A,"Natural, untreated diamond",Botswana Sort,"$4,110",1.03,Round,Super Ideal,I,SI2,6.46mm x 6.44mm x 3.95mm,59.0%,61.2%,Excellent,Excellent,Medium - Slightly Thick,None,None,17872077
6202877A,"Natural, untreated diamond",Botswana Sort,"$4,110",1.03,Round,Super Ideal,H,SI2,6.49mm x 6.45mm x 3.98mm,59.0%,61.5%,Excellent,Excellent,Slightly Thick,Pointed,None,17785726
6475265A,"Natural, untreated diamond",Botswana Sort,"$4,110",1.04,Round,Super Ideal,D,SI2,6.48mm x 6.44mm x 3.99mm,60.0%,61.7%,Excellent,Excellent,Slightly Thick,None,Strong,17750146
5780208A,"Natural, untreated diamond",Botswana Sort,"$4,110",1.08,Round,Super Ideal,J,VS2,6.70mm x 6.67mm x 3.99mm,62.0%,59.7%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,15707151
6104294A,"Natural, untreated diamond",Botswana Sort,"$4,120",1.05,Round,Super Ideal,I,SI2,6.51mm x 6.48mm x 3.97mm,61.0%,61.1%,Excellent,Excellent,Medium - Slightly Thick,None,None,17873528
6210127A,"Natural, untreated diamond",Canada,"$4,130",1.06,Round,Super Ideal,J,VS2,6.52mm x 6.49mm x 4.03mm,57.0%,61.9%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17641051
5781560A,"Natural, untreated diamond",Botswana Sort,"$4,130",1.05,Round,Super Ideal,I,SI2,6.49mm x 6.45mm x 4.05mm,57.0%,62.6%,Excellent,Excellent,Medium - Slightly Thick,None,None,15619575
6123590A,"Natural, untreated diamond",Botswana Sort,"$4,130",1.04,Round,Ideal,E,SI2,6.50mm x 6.47mm x 4.02mm,56.0%,62.1%,Excellent,Excellent,3.7,Pointed,Slight,17869574
5865416Y,"Natural, untreated diamond",Botswana Sort,"$4,130",1.05,Round,Super Ideal,I,SI2,6.51mm x 6.47mm x 4.05mm,57.0%,62.4%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17870507
6225579A,"Natural, untreated diamond",Botswana Sort,"$4,140",1.03,Round,Ideal,H,SI2,6.53mm x 6.48mm x 3.99mm,59.0%,61.3%,Excellent,Very Good,Medium - Slightly Thick,None,Faint,16108193
